"Count","Result","Time","Title","FullPath","LengthInKB","HexSignature","FileExtn","PotentiallyMalicious","ExtNoMatch"
"427","File retrieved from zip","9/1/2018 12:38:39 AM",".eclipseproduct",".eclipseproduct","00","No hex value retrieved for files in zip",".eclipseproduct","0","0"
"429","File retrieved from zip","9/1/2018 12:38:36 AM","","readme/","00","No hex value retrieved for files in zip","","0","0"
"430","File retrieved from zip","9/1/2018 12:38:36 AM","readme_eclipse.html","readme/readme_eclipse.html","80","No hex value retrieved for files in zip",".html","0","0"
"431","Extension matches magic number","9/1/2018 12:38:40 AM","gnu.io.rxtx_2.1.8.0_201606281300.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\gnu.io.rxtx_2.1.8.0_201606281300.jar","22","504b",".jar","1","0"
"432","Extension matches magic number","9/1/2018 12:38:39 AM","org.eclipse.cdt.build.crossgcc_8.8.0.201509131935.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.cdt.build.crossgcc_8.8.0.201509131935.jar","18","504b",".jar","1","0"
"433","Extension matches magic number","9/1/2018 12:38:42 AM","org.eclipse.cdt.debug.ui.memory_8.8.0.201509131935.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.cdt.debug.ui.memory_8.8.0.201509131935.jar","18","504b",".jar","1","0"
"434","Extension matches magic number","9/1/2018 12:38:36 AM","org.eclipse.cdt.gdb_8.8.0.201509131935.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.cdt.gdb_8.8.0.201509131935.jar","18","504b",".jar","1","0"
"435","Extension matches magic number","9/1/2018 12:38:44 AM","org.eclipse.cdt.gnu.build_8.8.0.201509131935.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.cdt.gnu.build_8.8.0.201509131935.jar","18","504b",".jar","1","0"
"436","Extension matches magic number","9/1/2018 12:38:38 AM","org.eclipse.cdt.gnu.debug_8.8.0.201509131935.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.cdt.gnu.debug_8.8.0.201509131935.jar","18","504b",".jar","1","0"
"437","Extension matches magic number","9/1/2018 12:38:41 AM","org.eclipse.cdt.gnu.dsf_8.8.0.201509131935.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.cdt.gnu.dsf_8.8.0.201509131935.jar","18","504b",".jar","1","0"
"438","Extension matches magic number","9/1/2018 12:38:38 AM","org.eclipse.cdt.launch.remote_8.8.0.201509131935.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.cdt.launch.remote_8.8.0.201509131935.jar","18","504b",".jar","1","0"
"439","Extension matches magic number","9/1/2018 12:38:29 AM","org.eclipse.cdt.native_8.8.0.201509131935.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.cdt.native_8.8.0.201509131935.jar","18","504b",".jar","1","0"
"440","Extension matches magic number","9/1/2018 12:38:37 AM","org.eclipse.cdt.platform_8.8.0.201509131935.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.cdt.platform_8.8.0.201509131935.jar","18","504b",".jar","1","0"
"441","Extension matches magic number","9/1/2018 12:38:38 AM","org.eclipse.cdt_8.8.0.201509131935.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.cdt_8.8.0.201509131935.jar","18","504b",".jar","1","0"
"442","Extension matches magic number","9/1/2018 12:38:26 AM","org.eclipse.draw2d_3.10.1.201508170204.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.draw2d_3.10.1.201508170204.jar","32","504b",".jar","1","0"
"443","Extension matches magic number","9/1/2018 12:38:40 AM","org.eclipse.e4.rcp_1.4.0.v20150903-1804.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.e4.rcp_1.4.0.v20150903-1804.jar","20","504b",".jar","1","0"
"444","Extension matches magic number","9/1/2018 12:38:41 AM","org.eclipse.ecf.core.feature_1.1.0.v20150810-1719.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.ecf.core.feature_1.1.0.v20150810-1719.jar","19","504b",".jar","1","0"
"445","Extension matches magic number","9/1/2018 12:38:30 AM","org.eclipse.ecf.core.ssl.feature_1.0.0.v20150810-1719.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.ecf.core.ssl.feature_1.0.0.v20150810-1719.jar","19","504b",".jar","1","0"
"446","Extension matches magic number","9/1/2018 12:38:43 AM","org.eclipse.ecf.filetransfer.feature_3.10.1.v20150810-1719.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.ecf.filetransfer.feature_3.10.1.v20150810-1719.jar","27","504b",".jar","1","0"
"447","Extension matches magic number","9/1/2018 12:38:41 AM","org.eclipse.ecf.filetransfer.httpclient4.feature_3.10.1.v20150810-1719.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.ecf.filetransfer.httpclient4.feature_3.10.1.v20150810-1719.jar","27","504b",".jar","1","0"
"448","Extension matches magic number","9/1/2018 12:38:46 AM","org.eclipse.ecf.filetransfer.httpclient4.ssl.feature_1.0.0.v20150810-1719.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.ecf.filetransfer.httpclient4.ssl.feature_1.0.0.v20150810-1719.jar","27","504b",".jar","1","0"
"449","Extension matches magic number","9/1/2018 12:38:39 AM","org.eclipse.ecf.filetransfer.ssl.feature_1.0.0.v20150810-1719.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.ecf.filetransfer.ssl.feature_1.0.0.v20150810-1719.jar","23","504b",".jar","1","0"
"450","Extension matches magic number","9/1/2018 12:38:37 AM","org.eclipse.egit_4.0.3.201509231615-r.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.egit_4.0.3.201509231615-r.jar","18","504b",".jar","1","0"
"451","Extension matches magic number","9/1/2018 12:38:28 AM","org.eclipse.emf.common_2.11.0.v20150805-0538.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.emf.common_2.11.0.v20150805-0538.jar","18","504b",".jar","1","0"
"452","Extension matches magic number","9/1/2018 12:38:36 AM","org.eclipse.emf.ecore_2.11.1.v20150805-0538.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.emf.ecore_2.11.1.v20150805-0538.jar","18","504b",".jar","1","0"
"453","Extension matches magic number","9/1/2018 12:38:36 AM","org.eclipse.epp.mpc_1.4.1.v20150916-1928.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.epp.mpc_1.4.1.v20150916-1928.jar","19","504b",".jar","1","0"
"454","Extension matches magic number","9/1/2018 12:38:28 AM","org.eclipse.equinox.p2.core.feature_1.3.100.v20150527-1706.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.equinox.p2.core.feature_1.3.100.v20150527-1706.jar","17","504b",".jar","1","0"
"455","Extension matches magic number","9/1/2018 12:38:37 AM","org.eclipse.equinox.p2.discovery.feature_1.0.300.v20150430-1836.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.equinox.p2.discovery.feature_1.0.300.v20150430-1836.jar","17","504b",".jar","1","0"
"456","Extension matches magic number","9/1/2018 12:38:33 AM","org.eclipse.equinox.p2.extras.feature_1.2.100.v20150601-1708.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.equinox.p2.extras.feature_1.2.100.v20150601-1708.jar","17","504b",".jar","1","0"
"457","Extension matches magic number","9/1/2018 12:38:27 AM","org.eclipse.equinox.p2.rcp.feature_1.2.101.v20150826-1318.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.equinox.p2.rcp.feature_1.2.101.v20150826-1318.jar","18","504b",".jar","1","0"
"458","Extension matches magic number","9/1/2018 12:38:29 AM","org.eclipse.equinox.p2.user.ui_2.2.101.v20150826-1318.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.equinox.p2.user.ui_2.2.101.v20150826-1318.jar","18","504b",".jar","1","0"
"459","Extension matches magic number","9/1/2018 12:38:34 AM","org.eclipse.gef_3.10.1.201508170204.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.gef_3.10.1.201508170204.jar","32","504b",".jar","1","0"
"460","Extension matches magic number","9/1/2018 12:38:44 AM","org.eclipse.help_2.1.1.v20150904-0015.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.help_2.1.1.v20150904-0015.jar","18","504b",".jar","1","0"
"461","Extension matches magic number","9/1/2018 12:38:44 AM","org.eclipse.jgit_4.0.3.201509231615-r.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.jgit_4.0.3.201509231615-r.jar","14","504b",".jar","1","0"
"462","Extension matches magic number","9/1/2018 12:38:44 AM","org.eclipse.platform_4.5.1.v20150904-0015.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.platform_4.5.1.v20150904-0015.jar","19","504b",".jar","1","0"
"463","Extension matches magic number","9/1/2018 12:38:43 AM","org.eclipse.rcp_4.5.1.v20150904-0015.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.rcp_4.5.1.v20150904-0015.jar","18","504b",".jar","1","0"
"464","Extension matches magic number","9/1/2018 12:38:44 AM","org.eclipse.rse.core_3.7.0.201505221634.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.rse.core_3.7.0.201505221634.jar","19","504b",".jar","1","0"
"465","Extension matches magic number","9/1/2018 12:38:26 AM","org.eclipse.rse.dstore_3.7.0.201505221634.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.rse.dstore_3.7.0.201505221634.jar","19","504b",".jar","1","0"
"466","Extension matches magic number","9/1/2018 12:38:42 AM","org.eclipse.rse.ftp_3.7.0.201505221634.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.rse.ftp_3.7.0.201505221634.jar","19","504b",".jar","1","0"
"467","Extension matches magic number","9/1/2018 12:38:38 AM","org.eclipse.rse.local_3.7.0.201505221634.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.rse.local_3.7.0.201505221634.jar","19","504b",".jar","1","0"
"468","Extension matches magic number","9/1/2018 12:38:32 AM","org.eclipse.rse.ssh_3.7.0.201505221634.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.rse.ssh_3.7.0.201505221634.jar","19","504b",".jar","1","0"
"469","Extension matches magic number","9/1/2018 12:38:31 AM","org.eclipse.rse.telnet_3.7.0.201505221634.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.rse.telnet_3.7.0.201505221634.jar","19","504b",".jar","1","0"
"470","Extension matches magic number","9/1/2018 12:38:31 AM","org.eclipse.rse_3.7.0.201505221634.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.rse_3.7.0.201505221634.jar","32","504b",".jar","1","0"
"471","Extension matches magic number","9/1/2018 12:38:41 AM","org.eclipse.tm.terminal.connector.local.feature_4.0.0.201506040610.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.tm.terminal.connector.local.feature_4.0.0.201506040610.jar","19","504b",".jar","1","0"
"472","Extension matches magic number","9/1/2018 12:38:39 AM","org.eclipse.tm.terminal.connector.serial.feature_4.0.0.201506040610.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.tm.terminal.connector.serial.feature_4.0.0.201506040610.jar","19","504b",".jar","1","0"
"473","Extension matches magic number","9/1/2018 12:38:43 AM","org.eclipse.tm.terminal.connector.ssh.feature_4.0.0.201506040610.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.tm.terminal.connector.ssh.feature_4.0.0.201506040610.jar","19","504b",".jar","1","0"
"474","Extension matches magic number","9/1/2018 12:38:25 AM","org.eclipse.tm.terminal.connector.telnet.feature_4.0.0.201506040610.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.tm.terminal.connector.telnet.feature_4.0.0.201506040610.jar","19","504b",".jar","1","0"
"475","Extension matches magic number","9/1/2018 12:38:39 AM","org.eclipse.tm.terminal.control.feature_4.0.0.201506040610.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.tm.terminal.control.feature_4.0.0.201506040610.jar","19","504b",".jar","1","0"
"476","Extension matches magic number","9/1/2018 12:38:30 AM","org.eclipse.tm.terminal.feature_4.0.0.201506040610.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.tm.terminal.feature_4.0.0.201506040610.jar","19","504b",".jar","1","0"
"477","Extension matches magic number","9/1/2018 12:38:37 AM","org.eclipse.tm.terminal.view.feature_4.0.0.201506040610.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\features\org.eclipse.tm.terminal.view.feature_4.0.0.201506040610.jar","19","504b",".jar","1","0"
"478","Extension matches magic number","9/1/2018 12:38:42 AM","com.ibm.icu_54.1.1.v201501272100.jar.pack.gz","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\plugins\com.ibm.icu_54.1.1.v201501272100.jar.pack.gz","8480","1f8b",".gz","0","0"
"479","Extension matches magic number","9/1/2018 12:38:44 AM","com.jcraft.jsch_0.1.53.v201508180515.jar.pack.gz","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\plugins\com.jcraft.jsch_0.1.53.v201508180515.jar.pack.gz","105","1f8b",".gz","0","0"
"480","Extension matches magic number","9/1/2018 12:38:37 AM","com.sun.el_2.2.0.v201303151357.jar.pack.gz","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\plugins\com.sun.el_2.2.0.v201303151357.jar.pack.gz","57","1f8b",".gz","0","0"
"481","Extension matches magic number","9/1/2018 12:38:44 AM","gnu.io.rxtx.linux.x86_2.1.8.0_201606281300.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Software\CCS6.2.0.00050_win32\baserepo\eclipserepo\plugins\gnu.io.rxtx.linux.x86_2.1.8.0_201606281300.jar","83","504b",".jar","1","0"
